Frame,Actual Time,Time Elapsed,H_qx,H_qy,H_qz,H_qw,H_x,H_y,H_z,S_qx,S_qy,S_qz,S_qw,S_x,S_y,S_z,W_qx,W_qy,W_qz,W_qw,W_x,W_y,W_z,Closest Image,Time Difference (s)
10897,1900-01-01 14:27:13.534333,90.808333,0.000224,0.399731,9.8e-05,-0.916633,0.063475,1.553726,-0.631766,0.006446,0.975241,-0.14126,0.170025,-0.915368,1.61671,1.148611,-5.3e-05,-1.4e-05,-3e-06,-1.0,0.700029,0.883597,-0.54457,14_27_13_536889.png,0.002556
10921,1900-01-01 14:27:13.734333,91.008333,0.000244,0.399711,0.000118,-0.916641,0.063496,1.553788,-0.631813,-0.006853,0.974905,-0.152969,0.1616,-0.898485,1.651855,1.176434,-5.3e-05,3e-06,2e-06,-1.0,0.700021,0.883593,-0.544556,14_27_13_735563.png,0.00123
10945,1900-01-01 14:27:13.934333,91.208333,0.000245,0.399756,0.000109,-0.916621,0.063462,1.553799,-0.631848,-0.012149,0.975669,-0.143383,0.165421,-0.881879,1.689005,1.201102,-5.3e-05,3e-06,2e-06,-1.0,0.699999,0.883601,-0.544568,14_27_13_935877.png,0.001544
10969,1900-01-01 14:27:14.134333,91.408333,0.000261,0.399743,0.000111,-0.916627,0.063449,1.553817,-0.631846,-0.011946,0.975677,-0.13856,0.169449,-0.854813,1.715704,1.224145,-5.4e-05,-1.4e-05,-2e-06,-1.0,0.699998,0.883622,-0.544559,14_27_14_136278.png,0.001945
10994,1900-01-01 14:27:14.342667,91.616667,0.000251,0.399773,9.8e-05,-0.916614,0.06348,1.553779,-0.631839,-0.045585,0.973432,-0.121978,0.188343,-0.819327,1.743057,1.242095,-5.1e-05,-2e-06,-1e-06,-1.0,0.69998,0.883597,-0.544539,14_27_14_340631.png,0.002036
11018,1900-01-01 14:27:14.542667,91.816667,0.000238,0.399794,9.6e-05,-0.916605,0.063489,1.553799,-0.631824,-0.068066,0.973885,-0.104906,0.1895,-0.769859,1.756236,1.257003,-6.2e-05,-2.3e-05,-5e-06,-1.0,0.70003,0.883599,-0.544571,14_27_14_538520.png,0.004147
11041,1900-01-01 14:27:14.734333,92.008333,0.000256,0.399778,9.8e-05,-0.916612,0.063469,1.553799,-0.631844,,,,,,,,-5.6e-05,1e-06,9e-06,-1.0,0.699992,0.883629,-0.544558,14_27_14_736550.png,0.002217
11065,1900-01-01 14:27:14.934333,92.208333,0.000262,0.399786,0.000114,-0.916609,0.063505,1.553797,-0.631851,-0.111876,0.956061,-0.062508,0.263674,-0.683512,1.753608,1.269996,-5e-05,-5e-06,8e-06,-1.0,0.699998,0.883617,-0.544564,14_27_14_936629.png,0.002296
11089,1900-01-01 14:27:15.134333,92.408333,0.000259,0.399768,0.000121,-0.916617,0.06351,1.553798,-0.631834,-0.059378,0.972942,-0.034548,0.220599,-0.629885,1.753402,1.290129,-4.9e-05,2e-06,2e-06,-1.0,0.700016,0.883592,-0.544574,14_27_15_135701.png,0.001368
11113,1900-01-01 14:27:15.334333,92.608333,0.000253,0.399742,0.000107,-0.916628,0.063479,1.553804,-0.631842,-0.038807,0.993062,-0.035738,0.105097,-0.56872,1.739442,1.309872,-5.7e-05,-2e-05,3e-06,-1.0,0.700024,0.883606,-0.544564,14_27_15_331454.png,0.002879
11137,1900-01-01 14:27:15.534333,92.808333,0.000257,0.399812,0.000104,-0.916597,0.063493,1.553808,-0.631862,-0.039826,0.996932,-0.059368,0.031866,-0.523768,1.721919,1.335112,-5.5e-05,-1.4e-05,5e-06,-1.0,0.700037,0.8836,-0.544576,14_27_15_534175.png,0.000158
11162,1900-01-01 14:27:15.742667,93.016667,0.000249,0.399776,9.5e-05,-0.916613,0.063493,1.553775,-0.631832,-0.061658,0.994057,-0.075275,0.048808,-0.486652,1.697396,1.379139,-3.3e-05,4e-06,5e-06,-1.0,0.700014,0.883625,-0.544552,14_27_15_738643.png,0.004024
11186,1900-01-01 14:27:15.942667,93.216667,0.000281,0.399756,0.000112,-0.916622,0.063466,1.553836,-0.631847,-0.041241,0.991301,-0.094694,0.081575,-0.449035,1.662208,1.426801,-4.5e-05,-2.5e-05,2.2e-05,-1.0,0.699969,0.883665,-0.544511,14_27_15_939764.png,0.002903
11209,1900-01-01 14:27:16.134333,93.408333,0.000264,0.399763,0.000111,-0.916618,0.063481,1.553806,-0.631846,-0.059232,0.983014,-0.104776,0.138555,-0.425655,1.623012,1.470304,-3.8e-05,-6e-06,1e-05,-1.0,0.700029,0.883626,-0.544557,14_27_16_137243.png,0.00291
11233,1900-01-01 14:27:16.334333,93.608333,0.000256,0.399741,0.000113,-0.916628,0.063513,1.553789,-0.631828,-0.016662,0.988521,-0.120045,0.090214,-0.391905,1.581986,1.49926,-3.5e-05,5e-06,9e-06,-1.0,0.699999,0.883641,-0.544569,14_27_16_334117.png,0.000216
11257,1900-01-01 14:27:16.534333,93.808333,0.000258,0.399762,0.000109,-0.916619,0.063502,1.553794,-0.631852,0.020115,0.989341,-0.139405,0.036975,-0.362733,1.540177,1.513026,-4.1e-05,6e-06,1.4e-05,-1.0,0.699986,0.883654,-0.544571,14_27_16_532978.png,0.001355
11281,1900-01-01 14:27:16.734333,94.008333,0.000249,0.399775,8.5e-05,-0.916613,0.063483,1.553781,-0.631836,0.022691,0.988656,-0.14623,-0.025734,-0.331627,1.503165,1.519994,-4.1e-05,-5e-06,1e-05,-1.0,0.699991,0.883635,-0.544548,14_27_16_735404.png,0.001071
11305,1900-01-01 14:27:16.934333,94.208333,0.000256,0.399767,0.000113,-0.916617,0.063488,1.553802,-0.631836,0.063479,0.984783,-0.149228,-0.062483,-0.278012,1.477013,1.531201,-4.1e-05,4e-06,6e-06,-1.0,0.699997,0.883638,-0.544546,14_27_16_938218.png,0.003885
11331,1900-01-01 14:27:17.151000,94.425,0.000256,0.399777,0.000102,-0.916612,0.063476,1.553813,-0.631836,0.046187,0.986641,-0.150439,-0.042131,-0.206712,1.470003,1.541949,-3.7e-05,-6e-06,8e-06,-1.0,0.700017,0.883617,-0.544551,14_27_17_148627.png,0.002373
11354,1900-01-01 14:27:17.342667,94.616667,0.000265,0.399765,0.000106,-0.916618,0.0635,1.553794,-0.631835,0.045973,0.988626,-0.135562,-0.046136,-0.142959,1.479776,1.544458,-3.2e-05,-6e-06,1.5e-05,-1.0,0.70001,0.883609,-0.544567,14_27_17_339715.png,0.002952
11378,1900-01-01 14:27:17.542667,94.816667,0.000244,0.3998,8.8e-05,-0.916602,0.063504,1.553773,-0.631836,0.046594,0.99096,-0.109077,-0.062682,-0.08479,1.498034,1.544143,-3.8e-05,8e-06,1.1e-05,-1.0,0.700007,0.883627,-0.544567,14_27_17_540916.png,0.001751
11401,1900-01-01 14:27:17.734333,95.008333,0.000248,0.399756,0.000101,-0.916622,0.063464,1.553809,-0.631832,0.042182,0.993097,-0.085618,-0.06818,-0.03776,1.510678,1.548935,-3.5e-05,1.5e-05,1.1e-05,-1.0,0.699977,0.883654,-0.544543,14_27_17_735088.png,0.000755
11425,1900-01-01 14:27:17.934333,95.208333,0.000252,0.399733,0.000103,-0.916632,0.063453,1.553813,-0.631837,0.030348,0.994477,-0.072179,-0.069893,0.010704,1.520551,1.562422,-5.6e-05,-3.4e-05,1.3e-05,-1.0,0.699999,0.883633,-0.544542,14_27_17_937124.png,0.002791
11449,1900-01-01 14:27:18.134333,95.408333,0.000245,0.399788,0.000103,-0.916608,0.063476,1.553824,-0.631838,0.029761,0.993945,-0.042227,-0.096978,0.066446,1.539459,1.591906,-4.6e-05,-5e-06,8e-06,-1.0,0.699995,0.88365,-0.544552,14_27_18_136017.png,0.001684
11473,1900-01-01 14:27:18.334333,95.608333,0.00024,0.399759,0.000101,-0.91662,0.063479,1.553789,-0.631817,0.043752,0.990518,-0.014921,-0.129373,0.130615,1.571035,1.629148,-3.9e-05,-5e-06,3e-06,-1.0,0.699995,0.883632,-0.544547,14_27_18_335468.png,0.001135
11498,1900-01-01 14:27:18.542667,95.816667,0.00025,0.399825,0.000108,-0.916592,0.063498,1.553807,-0.631833,0.036756,0.987847,0.026585,-0.148665,0.19147,1.597955,1.666443,-3e-05,1.5e-05,1e-05,-1.0,0.699996,0.883638,-0.544534,14_27_18_540754.png,0.001913
11521,1900-01-01 14:27:18.734333,96.008333,0.000251,0.399747,9.2e-05,-0.916625,0.063436,1.553804,-0.631837,0.071515,0.987676,0.013852,-0.13853,0.233645,1.627288,1.690978,-4.7e-05,-1.2e-05,1.2e-05,-1.0,0.699972,0.88363,-0.544556,14_27_18_737685.png,0.003352
11545,1900-01-01 14:27:18.934333,96.208333,0.000252,0.399763,0.000107,-0.916619,0.063494,1.553795,-0.63183,0.068093,0.990015,-0.020383,-0.121731,0.268041,1.658908,1.69494,-3.8e-05,-7e-06,6e-06,-1.0,0.700005,0.883626,-0.544569,14_27_18_936857.png,0.002524
11569,1900-01-01 14:27:19.134333,96.408333,0.000238,0.399866,0.000103,-0.916574,0.063541,1.553644,-0.631737,0.021742,0.990738,-0.027747,-0.131131,0.292809,1.681357,1.685136,-3.2e-05,1e-06,1.3e-05,-1.0,0.700024,0.883617,-0.544565,14_27_19_135816.png,0.001483
11593,1900-01-01 14:27:19.334333,96.608333,0.00026,0.399764,0.000104,-0.916618,0.063456,1.553831,-0.631847,-0.015085,0.989433,-0.02172,-0.142558,0.326918,1.703094,1.661805,-3.9e-05,2e-06,9e-06,-1.0,0.699992,0.883641,-0.544547,14_27_19_335450.png,0.001117
11617,1900-01-01 14:27:19.534333,96.808333,0.000251,0.399775,9.8e-05,-0.916614,0.063455,1.553825,-0.631843,-0.056274,0.986324,-0.024919,-0.152896,0.367702,1.739059,1.621578,-4.1e-05,2e-06,5e-06,-1.0,0.699985,0.883639,-0.544544,14_27_19_535258.png,0.000925
11641,1900-01-01 14:27:19.734333,97.008333,0.000245,0.399757,9.6e-05,-0.916621,0.06343,1.55382,-0.631847,-0.082299,0.979444,-0.035463,-0.180715,0.406254,1.780593,1.56854,-3.9e-05,1e-06,6e-06,-1.0,0.69999,0.88364,-0.544554,14_27_19_735648.png,0.001315
11665,1900-01-01 14:27:19.934333,97.208333,0.000259,0.399801,0.0001,-0.916602,0.063497,1.553815,-0.631863,-0.085839,0.977688,-0.042457,-0.186963,0.439381,1.799524,1.522331,-4.1e-05,-1.4e-05,3e-06,-1.0,0.700004,0.883637,-0.544546,14_27_19_936149.png,0.001816
11689,1900-01-01 14:27:20.134333,97.408333,0.00025,0.399748,0.000102,-0.916625,0.063473,1.553783,-0.631851,-0.084887,0.975558,-0.04196,-0.198296,0.472632,1.799,1.490593,-4.6e-05,4e-06,0.0,-1.0,0.699998,0.883635,-0.544562,14_27_20_136326.png,0.001993
11713,1900-01-01 14:27:20.334333,97.608333,0.000251,0.399764,0.000105,-0.916618,0.063468,1.553811,-0.631833,-0.087099,0.967195,-0.054517,-0.232325,0.508137,1.783446,1.466351,-3.5e-05,9e-06,1.3e-05,-1.0,0.699985,0.883654,-0.544549,14_27_20_337378.png,0.003045
11737,1900-01-01 14:27:20.534333,97.808333,0.000257,0.399791,0.00011,-0.916606,0.063466,1.553831,-0.631849,-0.086388,0.959457,-0.066424,-0.259938,0.551262,1.7645,1.454145,-3.8e-05,-1e-06,8e-06,-1.0,0.699979,0.883654,-0.544537,14_27_20_537307.png,0.002974
11761,1900-01-01 14:27:20.734333,98.008333,0.000244,0.399791,8.9e-05,-0.916606,0.063467,1.553812,-0.631842,-0.087333,0.952942,-0.087895,-0.276676,0.599328,1.744201,1.453152,-4.1e-05,1.2e-05,1e-05,-1.0,0.699993,0.883653,-0.544563,14_27_20_737218.png,0.002885
11786,1900-01-01 14:27:20.942667,98.216667,0.000258,0.399812,9.7e-05,-0.916597,0.06346,1.553815,-0.63185,-0.08293,0.950306,-0.103345,-0.281711,0.648418,1.710433,1.460654,-4.6e-05,-3e-06,1.1e-05,-1.0,0.699995,0.883638,-0.544557,14_27_20_942733.png,6.6e-05
11809,1900-01-01 14:27:21.134333,98.408333,0.000253,0.399743,0.000118,-0.916627,0.063452,1.553831,-0.631824,-0.088241,0.952625,-0.102486,-0.272428,0.680296,1.673365,1.477283,-3.4e-05,1.6e-05,1.7e-05,-1.0,0.699967,0.883659,-0.544556,14_27_21_136754.png,0.002421
11833,1900-01-01 14:27:21.334333,98.608333,0.000261,0.399734,0.000111,-0.916631,0.063472,1.553811,-0.631813,-0.080161,0.953767,-0.107745,-0.268875,0.7058,1.636028,1.497899,-3.6e-05,1.2e-05,1.1e-05,-1.0,0.699978,0.883661,-0.544563,14_27_21_336737.png,0.002404
11857,1900-01-01 14:27:21.534333,98.808333,0.000243,0.399781,0.000114,-0.916611,0.063458,1.553843,-0.631817,-0.07414,0.956014,-0.117771,-0.258206,0.724698,1.599491,1.520537,-4.2e-05,4e-06,1.2e-05,-1.0,0.699958,0.883664,-0.544553,14_27_21_536221.png,0.001888
11881,1900-01-01 14:27:21.734333,99.008333,0.000254,0.399795,0.000108,-0.916605,0.063466,1.553826,-0.631846,-0.073035,0.956575,-0.118665,-0.256026,0.742994,1.571716,1.543743,-4.1e-05,6e-06,0.0,-1.0,0.7,0.883638,-0.544558,14_27_21_736260.png,0.001927
11905,1900-01-01 14:27:21.934333,99.208333,0.000253,0.399769,0.000111,-0.916616,0.063484,1.553822,-0.63181,-0.073119,0.960852,-0.104448,-0.245984,0.760815,1.547897,1.564841,-4e-05,-8e-06,1.4e-05,-1.0,0.699987,0.88365,-0.54453,14_27_21_936832.png,0.002499
11929,1900-01-01 14:27:22.134333,99.408333,0.000249,0.399776,0.000101,-0.916613,0.063464,1.553813,-0.631819,-0.057071,0.955124,-0.14409,-0.252426,0.775342,1.520763,1.564494,-3.8e-05,8e-06,8e-06,-1.0,0.699983,0.883663,-0.544524,14_27_22_136677.png,0.002344
11953,1900-01-01 14:27:22.334333,99.608333,0.000255,0.399806,0.000111,-0.9166,0.063504,1.553827,-0.631819,,,,,,,,-3e-05,6e-06,2.1e-05,-1.0,0.699985,0.883663,-0.54453,14_27_22_336065.png,0.001732
11977,1900-01-01 14:27:22.534333,99.808333,0.000261,0.399709,0.000123,-0.916642,0.063465,1.553822,-0.631815,-0.081117,0.947281,-0.18423,-0.249276,0.799433,1.465528,1.521569,-3.1e-05,6e-06,8e-06,-1.0,0.700018,0.88363,-0.544538,14_27_22_536897.png,0.002564
12001,1900-01-01 14:27:22.734333,100.008333,0.000254,0.399787,0.000105,-0.916608,0.063503,1.553788,-0.631841,-0.094203,0.939147,-0.203985,-0.259843,0.816048,1.448152,1.473306,-3.9e-05,-7e-06,1.3e-05,-1.0,0.699988,0.883641,-0.544547,14_27_22_735301.png,0.000968
12025,1900-01-01 14:27:22.934333,100.208333,0.000255,0.399729,0.000123,-0.916633,0.063498,1.553808,-0.631815,-0.113062,0.929307,-0.222162,-0.272489,0.822895,1.435933,1.422844,-3.3e-05,2e-05,1.6e-05,-1.0,0.699987,0.883646,-0.544523,14_27_22_936947.png,0.002614
12049,1900-01-01 14:27:23.134333,100.408333,0.000243,0.399777,9.6e-05,-0.916613,0.063457,1.55383,-0.631811,-0.103028,0.931158,-0.221693,-0.270523,0.831464,1.423792,1.393389,-3.2e-05,1.6e-05,7e-06,-1.0,0.700003,0.883645,-0.544531,14_27_23_135889.png,0.001556
12073,1900-01-01 14:27:23.334333,100.608333,0.000257,0.399778,0.000103,-0.916612,0.063474,1.553812,-0.631818,-0.088966,0.933449,-0.214032,-0.273766,0.844069,1.429346,1.387005,-4.1e-05,-6e-06,1.5e-05,-1.0,0.699974,0.883639,-0.544542,14_27_23_335914.png,0.001581
12097,1900-01-01 14:27:23.534333,100.808333,0.000255,0.399777,0.000111,-0.916613,0.063491,1.553802,-0.631829,-0.0853,0.940761,-0.17803,-0.275677,0.863852,1.446765,1.405333,-5e-05,-6e-06,1.9e-05,-1.0,0.699988,0.883642,-0.544529,14_27_23_538252.png,0.003919
12122,1900-01-01 14:27:23.742667,101.016667,0.000244,0.39982,8.8e-05,-0.916594,0.06346,1.553838,-0.631813,-0.075378,0.94435,-0.141271,-0.287341,0.891935,1.472026,1.448709,-3.9e-05,2e-06,1.2e-05,-1.0,0.699982,0.883669,-0.544524,14_27_23_740346.png,0.002321
12145,1900-01-01 14:27:23.934333,101.208333,0.000253,0.399777,0.000103,-0.916612,0.063484,1.553806,-0.631831,-0.082667,0.944347,-0.099374,-0.30249,0.920264,1.491084,1.504689,-4.7e-05,-4e-06,1.7e-05,-1.0,0.699973,0.883645,-0.544524,14_27_23_937165.png,0.002832
12170,1900-01-01 14:27:24.142667,101.416667,0.000259,0.399787,9.1e-05,-0.916608,0.063481,1.553801,-0.631837,-0.089635,0.944243,-0.06122,-0.310841,0.949691,1.512268,1.56822,-4.2e-05,-1.7e-05,8e-06,-1.0,0.699979,0.883649,-0.544531,14_27_24_141059.png,0.001608
12193,1900-01-01 14:27:24.334333,101.608333,0.000248,0.399777,9.5e-05,-0.916612,0.063476,1.553797,-0.631835,-0.078094,0.949119,-0.028446,-0.303751,0.967154,1.536824,1.619848,-4.2e-05,0.0,1.3e-05,-1.0,0.699985,0.883634,-0.544544,14_27_24_336699.png,0.002366
12217,1900-01-01 14:27:24.534333,101.808333,0.000243,0.39976,9.6e-05,-0.91662,0.063446,1.553827,-0.631833,-0.060982,0.949205,-0.005314,-0.308646,0.968527,1.567524,1.660577,-4.4e-05,-3e-06,1.7e-05,-1.0,0.700001,0.883656,-0.544541,14_27_24_537700.png,0.003367
12241,1900-01-01 14:27:24.734333,102.008333,0.000248,0.399752,0.000104,-0.916623,0.063447,1.553813,-0.631825,-0.043025,0.952999,0.02181,-0.299109,0.952752,1.592331,1.699079,-3.8e-05,-8e-06,1.9e-05,-1.0,0.699982,0.883633,-0.544524,14_27_24_736710.png,0.002377
12265,1900-01-01 14:27:24.934333,102.208333,0.000253,0.399788,0.000101,-0.916608,0.063467,1.553815,-0.631844,-0.040375,0.953705,0.048558,-0.294039,0.92324,1.61169,1.733701,-3.7e-05,4e-06,8e-06,-1.0,0.700004,0.883626,-0.544553,14_27_24_936370.png,0.002037
12290,1900-01-01 14:27:25.142667,102.416667,0.000258,0.399763,0.000114,-0.916619,0.063498,1.5538,-0.631828,-0.012064,0.958513,0.069836,-0.276099,0.892892,1.627797,1.770514,-4.1e-05,-6e-06,1.2e-05,-1.0,0.699971,0.883637,-0.544535,14_27_25_139962.png,0.002705
12313,1900-01-01 14:27:25.334333,102.608333,0.000256,0.399783,0.0001,-0.91661,0.063485,1.553804,-0.631837,-0.018474,0.960867,0.095752,-0.259276,0.865354,1.6423,1.810765,-4e-05,5e-06,2.1e-05,-1.0,0.699992,0.883648,-0.544534,14_27_25_335156.png,0.000823
12337,1900-01-01 14:27:25.534333,102.808333,0.000252,0.399774,0.000102,-0.916614,0.063464,1.553803,-0.631826,-0.01594,0.95762,0.125606,-0.258713,0.83676,1.653057,1.848235,-4.5e-05,-9e-06,1.3e-05,-1.0,0.7,0.883643,-0.544545,14_27_25_536055.png,0.001722
12361,1900-01-01 14:27:25.734333,103.008333,0.000242,0.399756,0.000111,-0.916622,0.063484,1.553812,-0.631821,-0.019933,0.960872,0.131023,-0.243229,0.807122,1.654124,1.870807,-4.1e-05,-8e-06,-1e-06,-1.0,0.700027,0.883614,-0.54455,14_27_25_735000.png,0.000667
12385,1900-01-01 14:27:25.934333,103.208333,0.00026,0.399787,0.000107,-0.916608,0.063488,1.553807,-0.631847,-0.017349,0.967513,0.110737,-0.226616,0.786108,1.638114,1.876907,-3.9e-05,7e-06,1e-05,-1.0,0.69997,0.88365,-0.544533,14_27_25_935315.png,0.000982
12409,1900-01-01 14:27:26.134333,103.408333,0.000261,0.399771,0.00011,-0.916615,0.063467,1.553816,-0.631841,-0.020864,0.973863,0.065096,-0.216605,0.771809,1.614217,1.861486,-3.6e-05,5e-06,1.1e-05,-1.0,0.700017,0.88362,-0.544549,14_27_26_135510.png,0.001177
12433,1900-01-01 14:27:26.334333,103.608333,0.000261,0.399755,0.000114,-0.916622,0.063487,1.553811,-0.631836,-0.028323,0.976114,0.029559,-0.213367,0.754214,1.577896,1.83685,-3.5e-05,6e-06,1.9e-05,-1.0,0.699994,0.883645,-0.544541,14_27_26_334799.png,0.000466
12457,1900-01-01 14:27:26.534333,103.808333,0.000245,0.399777,0.000121,-0.916613,0.0635,1.553658,-0.631727,-0.037143,0.977011,-0.000593,-0.209928,0.719809,1.534849,1.787631,-3.5e-05,1.6e-05,1e-05,-1.0,0.700016,0.88364,-0.544546,14_27_26_535251.png,0.000918
12482,1900-01-01 14:27:26.742667,104.016667,0.000249,0.399795,9.7e-05,-0.916605,0.063463,1.553824,-0.63184,-0.006625,0.984258,0.017665,-0.17573,0.683187,1.499695,1.732006,-4.3e-05,-2.1e-05,1.8e-05,-1.0,0.700002,0.883644,-0.544537,14_27_26_743535.png,0.000868
12505,1900-01-01 14:27:26.934333,104.208333,0.000254,0.399774,0.000105,-0.916614,0.063449,1.553826,-0.631845,-0.017379,0.987042,-0.023748,-0.157744,0.642056,1.492009,1.674827,-4.3e-05,2e-06,1.3e-05,-1.0,0.699985,0.883643,-0.544544,14_27_26_935863.png,0.00153
12530,1900-01-01 14:27:27.142667,104.416667,0.000247,0.39976,9.3e-05,-0.91662,0.063436,1.553822,-0.63184,-0.065785,0.984478,-0.07422,-0.1448,0.589634,1.463149,1.622007,-4.7e-05,-1.6e-05,2.7e-05,-1.0,0.699971,0.883653,-0.54455,14_27_27_144817.png,0.00215
12554,1900-01-01 14:27:27.342667,104.616667,0.00025,0.399819,0.0001,-0.916594,0.0635,1.553808,-0.631835,-0.070356,0.979501,-0.120818,-0.145021,0.552007,1.429298,1.593507,-4.1e-05,2e-06,2.2e-05,-1.0,0.699986,0.883654,-0.544542,14_27_27_340396.png,0.002271
12577,1900-01-01 14:27:27.534333,104.808333,0.000249,0.399789,0.000124,-0.916607,0.063521,1.553659,-0.631717,-0.051747,0.981371,-0.139217,-0.121869,0.526474,1.403929,1.593292,-4e-05,0.0,1e-05,-1.0,0.7,0.88364,-0.544542,14_27_27_537372.png,0.003039
12601,1900-01-01 14:27:27.734333,105.008333,0.000262,0.399739,0.000111,-0.916629,0.063493,1.553807,-0.631834,-0.038872,0.979202,-0.174584,-0.095772,0.4932,1.36732,1.616234,-4.2e-05,-1e-05,1e-05,-1.0,0.700004,0.883635,-0.544538,14_27_27_736809.png,0.002476
12625,1900-01-01 14:27:27.934333,105.208333,0.000259,0.399754,0.000125,-0.916623,0.063473,1.553835,-0.631823,-0.037101,0.978269,-0.192338,-0.067963,0.438879,1.353722,1.670538,-3.6e-05,4e-06,4e-06,-1.0,0.699993,0.883639,-0.544553,14_27_27_937564.png,0.003231
12649,1900-01-01 14:27:28.134333,105.408333,0.000259,0.399732,0.000116,-0.916632,0.063459,1.553822,-0.631845,-0.041502,0.984046,-0.164341,-0.054068,0.368269,1.372694,1.730739,-4e-05,-7e-06,1.2e-05,-1.0,0.699982,0.88365,-0.544539,14_27_28_136453.png,0.00212
12673,1900-01-01 14:27:28.334333,105.608333,0.000252,0.399777,0.000109,-0.916612,0.063494,1.553797,-0.631843,-0.033948,0.989297,-0.134197,-0.046154,0.3064,1.405674,1.770168,-3.4e-05,2.4e-05,9e-06,-1.0,0.699974,0.883649,-0.544549,14_27_28_334520.png,0.000187
12697,1900-01-01 14:27:28.534333,105.808333,0.000266,0.399781,0.000119,-0.916611,0.063487,1.553836,-0.631857,-0.038683,0.993905,-0.095171,-0.04,0.258327,1.435784,1.797791,-3.8e-05,-4e-06,9e-06,-1.0,0.700011,0.883628,-0.54455,14_27_28_535062.png,0.000729
12721,1900-01-01 14:27:28.734333,106.008333,0.000254,0.399766,0.000113,-0.916617,0.063489,1.553807,-0.631822,-0.056064,0.995643,-0.069267,-0.027454,0.222862,1.468873,1.809267,-4.2e-05,-2e-06,1.4e-05,-1.0,0.699984,0.883646,-0.544533,14_27_28_735716.png,0.001383
12745,1900-01-01 14:27:28.934333,106.208333,0.000255,0.399775,9.3e-05,-0.916613,0.063458,1.553817,-0.631855,-0.063755,0.99674,-0.048994,-0.006591,0.199211,1.50386,1.808636,-4.2e-05,1e-06,1.4e-05,-1.0,0.699989,0.883639,-0.544556,14_27_28_936148.png,0.001815
12769,1900-01-01 14:27:29.134333,106.408333,0.000256,0.399782,0.000105,-0.91661,0.063452,1.553833,-0.631842,-0.069528,0.99736,-0.010442,0.01819,0.177146,1.535797,1.803901,-4.5e-05,-2e-06,2e-06,-1.0,0.699993,0.883639,-0.544558,14_27_29_136627.png,0.002294
12793,1900-01-01 14:27:29.334333,106.608333,0.000252,0.399755,0.000113,-0.916622,0.063483,1.553817,-0.631827,-0.051734,0.998286,0.009761,0.02557,0.154818,1.559693,1.789486,-3.8e-05,6e-06,9e-06,-1.0,0.699989,0.883631,-0.54454,14_27_29_336978.png,0.002645
12817,1900-01-01 14:27:29.534333,106.808333,0.000243,0.399799,9.6e-05,-0.916603,0.063499,1.553799,-0.631835,-0.02978,0.998093,0.036004,0.040336,0.123738,1.570935,1.765539,-4.4e-05,-1.4e-05,1e-05,-1.0,0.699997,0.883635,-0.544547,14_27_29_536244.png,0.001911
12841,1900-01-01 14:27:29.734333,107.008333,0.00024,0.399759,0.000106,-0.91662,0.063482,1.553813,-0.631816,0.024158,-0.995587,-0.080692,-0.041384,0.085136,1.591635,1.737641,-4.3e-05,1e-06,3e-06,-1.0,0.70001,0.883625,-0.544535,14_27_29_734803.png,0.00047
12865,1900-01-01 14:27:29.934333,107.208333,0.000244,0.399735,9.9e-05,-0.916631,0.063461,1.553796,-0.631824,0.020215,-0.992739,-0.115973,-0.02471,0.0441,1.618957,1.708385,-4.8e-05,-1e-06,1.1e-05,-1.0,0.699989,0.883648,-0.544548,14_27_29_935124.png,0.000791
12889,1900-01-01 14:27:30.134333,107.408333,0.000243,0.399801,0.000105,-0.916602,0.063471,1.553824,-0.631842,0.024639,-0.990218,-0.134337,-0.028548,0.005915,1.643553,1.681284,-4e-05,-6e-06,1.4e-05,-1.0,0.699994,0.883633,-0.544547,14_27_30_136175.png,0.001842
12913,1900-01-01 14:27:30.334333,107.608333,0.000248,0.399804,0.000104,-0.916601,0.063507,1.553798,-0.63183,0.024152,-0.987666,-0.153299,-0.0208,-0.034935,1.655586,1.672438,-4.6e-05,-1.1e-05,1e-05,-1.0,0.700002,0.883639,-0.544569,14_27_30_337156.png,0.002823
12938,1900-01-01 14:27:30.542667,107.816667,0.000249,0.399773,0.000106,-0.916614,0.063493,1.553807,-0.631823,0.024734,-0.986102,-0.163655,-0.014444,-0.089668,1.662239,1.684777,-4.4e-05,-1e-06,7e-06,-1.0,0.699987,0.883649,-0.544558,14_27_30_539145.png,0.003522
12962,1900-01-01 14:27:30.742667,108.016667,0.000263,0.399795,0.00011,-0.916604,0.063477,1.553834,-0.631851,0.028262,-0.984368,-0.173507,-0.010745,-0.155567,1.658787,1.717706,-4.1e-05,-7e-06,8e-06,-1.0,0.700016,0.883627,-0.54453,14_27_30_739677.png,0.00299
12985,1900-01-01 14:27:30.934333,108.208333,0.000253,0.399768,0.000112,-0.916616,0.06349,1.553803,-0.631828,0.038378,-0.989054,-0.141291,-0.018343,-0.220475,1.654251,1.745718,-4.2e-05,3e-06,2.3e-05,-1.0,0.7,0.883651,-0.544552,14_27_30_936619.png,0.002286
13009,1900-01-01 14:27:31.134333,108.408333,0.00025,0.399769,0.000101,-0.916616,0.063475,1.553801,-0.631837,0.030244,-0.9947,-0.093777,-0.029368,-0.269815,1.631827,1.762409,-4.4e-05,-1e-06,1.1e-05,-1.0,0.699993,0.883643,-0.544553,14_27_31_136751.png,0.002418
