Frame,Actual Time,Time Elapsed,H_qx,H_qy,H_qz,H_qw,H_x,H_y,H_z,S_qx,S_qy,S_qz,S_qw,S_x,S_y,S_z,W_qx,W_qy,W_qz,W_qw,W_x,W_y,W_z,Closest Image,Time Difference (s)
6661,1900-01-01 14:26:38.234333,55.508333,0.00026,0.399808,9.6e-05,-0.916599,0.06347,1.553791,-0.631854,0.079082,0.394139,-0.018716,0.915451,-1.112774,1.510565,-1.847651,-3.4e-05,-8e-06,1.5e-05,-1.0,0.699955,0.883635,-0.544525,14_26_38_235651.png,0.001318
6685,1900-01-01 14:26:38.434333,55.708333,0.000247,0.399827,9.4e-05,-0.916591,0.063454,1.553798,-0.631861,0.058992,0.384355,-0.001211,0.921298,-1.081343,1.527683,-1.833919,-3.8e-05,-1.8e-05,5e-06,-1.0,0.699968,0.883616,-0.544545,14_26_38_435794.png,0.001461
6709,1900-01-01 14:26:38.634333,55.908333,0.00026,0.399761,0.000115,-0.916619,0.063459,1.553795,-0.631837,0.031844,0.36875,0.006078,0.928963,-1.050099,1.544216,-1.832908,-3.6e-05,-1.3e-05,9e-06,-1.0,0.699969,0.883622,-0.544544,14_26_38_636045.png,0.001712
6733,1900-01-01 14:26:38.834333,56.108333,0.000248,0.399774,9.7e-05,-0.916614,0.063452,1.553779,-0.631846,0.00209,0.362542,0.003837,0.931957,-1.01798,1.562944,-1.850407,-3.2e-05,1e-05,1.5e-05,-1.0,0.699956,0.883623,-0.544556,14_26_38_835278.png,0.000945
6757,1900-01-01 14:26:39.034333,56.308333,0.000253,0.399766,0.000101,-0.916617,0.063444,1.55379,-0.631843,-0.033094,0.357684,-0.006435,0.933234,-0.979018,1.580749,-1.885333,-3.5e-05,2e-06,8e-06,-1.0,0.7,0.883597,-0.544557,14_26_39_035977.png,0.001644
6782,1900-01-01 14:26:39.242667,56.516667,0.000259,0.399822,0.000105,-0.916593,0.063455,1.553793,-0.631874,-0.054486,0.329844,-0.014545,0.94235,-0.927861,1.584723,-1.939898,-3.6e-05,8e-06,2.1e-05,-1.0,0.699971,0.883618,-0.544547,14_26_39_239429.png,0.003238
6805,1900-01-01 14:26:39.434333,56.708333,0.00023,0.399808,9.9e-05,-0.916599,0.063482,1.553637,-0.631734,-0.046235,0.299069,-0.01429,0.953004,-0.870583,1.578715,-1.994979,-4.1e-05,-1.5e-05,1.5e-05,-1.0,0.699973,0.883605,-0.544549,14_26_39_437484.png,0.003151
6829,1900-01-01 14:26:39.634333,56.908333,0.000249,0.399748,0.000103,-0.916625,0.063442,1.553798,-0.631846,-0.017516,0.288695,-0.005125,0.957247,-0.810711,1.578029,-2.049106,-2.7e-05,9e-06,1.1e-05,-1.0,0.699973,0.883615,-0.544548,14_26_39_636423.png,0.00209
6853,1900-01-01 14:26:39.834333,57.108333,0.000243,0.399717,0.000111,-0.916639,0.063427,1.553801,-0.63183,0.014773,0.283611,-0.017571,0.958665,-0.756781,1.578499,-2.095793,-4.4e-05,-7.1e-05,7.2e-05,-1.0,0.699908,0.883716,-0.54448,14_26_39_836745.png,0.002412
6879,1900-01-01 14:26:40.051000,57.325,0.000259,0.399743,0.00012,-0.916627,0.06346,1.553812,-0.631837,0.049644,0.271619,-0.028915,0.960689,-0.711367,1.563,-2.133929,-4.3e-05,-2e-06,1.2e-05,-1.0,0.699971,0.883628,-0.544552,14_26_40_049376.png,0.001624
6901,1900-01-01 14:26:40.234333,57.508333,0.000261,0.39981,0.000102,-0.916598,0.063487,1.553793,-0.631877,0.079586,0.274044,-0.056439,0.956755,-0.682504,1.545529,-2.151532,-3.2e-05,-7e-06,1.6e-05,-1.0,0.699993,0.883602,-0.544538,14_26_40_238214.png,0.003881
6925,1900-01-01 14:26:40.434333,57.708333,0.000254,0.399793,9.6e-05,-0.916605,0.06346,1.553792,-0.631868,0.118725,0.273965,-0.056207,0.952727,-0.65334,1.524642,-2.153869,-3.3e-05,3e-06,1.1e-05,-1.0,0.699969,0.883619,-0.544538,14_26_40_437420.png,0.003087
6950,1900-01-01 14:26:40.642667,57.916667,0.000254,0.39972,0.000121,-0.916637,0.06346,1.553812,-0.631837,0.16003,0.267715,-0.06082,0.948167,-0.614288,1.498726,-2.142094,-3.8e-05,7e-06,1e-05,-1.0,0.699966,0.883621,-0.54454,14_26_40_638756.png,0.003911
6974,1900-01-01 14:26:40.842667,58.116667,0.000259,0.399763,0.000108,-0.916618,0.063453,1.553796,-0.63185,0.178054,0.255965,-0.045145,0.949074,-0.579312,1.474226,-2.133989,-4.2e-05,-1.2e-05,2e-05,-1.0,0.699968,0.883637,-0.544547,14_26_40_838979.png,0.003688
6997,1900-01-01 14:26:41.034333,58.308333,0.000253,0.399762,0.00011,-0.916619,0.063475,1.553768,-0.631833,0.156462,0.230978,-0.024976,0.959971,-0.56025,1.450726,-2.142523,-4e-05,-9e-06,1.3e-05,-1.0,0.699994,0.883614,-0.544546,14_26_41_038064.png,0.003731
7021,1900-01-01 14:26:41.234333,58.508333,0.000261,0.399785,0.000102,-0.916609,0.063448,1.553796,-0.631861,,,,,,,,-3.4e-05,-1e-06,1.8e-05,-1.0,0.699965,0.883623,-0.544553,14_26_41_238254.png,0.003921
7045,1900-01-01 14:26:41.434333,58.708333,0.00025,0.399778,0.000101,-0.916612,0.063445,1.553792,-0.631847,0.112023,0.198124,-0.006913,0.97373,-0.547597,1.430125,-2.186731,-2.8e-05,4e-06,2.1e-05,-1.0,0.699954,0.883627,-0.544553,14_26_41_438192.png,0.003859
7069,1900-01-01 14:26:41.634333,58.908333,0.00024,0.399805,0.000101,-0.9166,0.063471,1.553794,-0.631856,0.097913,0.203798,-0.019816,0.973903,-0.533163,1.443183,-2.224952,-4.2e-05,-3e-06,1.2e-05,-1.0,0.69997,0.883615,-0.544564,14_26_41_636509.png,0.002176
7093,1900-01-01 14:26:41.834333,59.108333,0.00026,0.399743,0.000112,-0.916627,0.063442,1.553803,-0.631855,0.062316,0.176788,-0.021275,0.982044,-0.5055,1.453989,-2.286658,-3.9e-05,-1.7e-05,2.1e-05,-1.0,0.699962,0.883607,-0.544564,14_26_41_836425.png,0.002092
7117,1900-01-01 14:26:42.034333,59.308333,0.000261,0.399748,0.000106,-0.916625,0.06345,1.553799,-0.63186,0.060727,0.170388,-0.009228,0.983461,-0.469309,1.471034,-2.348851,-2.6e-05,1.2e-05,9e-06,-1.0,0.699981,0.883615,-0.54456,14_26_42_036746.png,0.002413
7141,1900-01-01 14:26:42.234333,59.508333,0.000251,0.399819,9.2e-05,-0.916594,0.063463,1.553787,-0.631873,0.042139,0.15926,-0.012054,0.986263,-0.426389,1.484661,-2.415155,-3.6e-05,0.0,1.2e-05,-1.0,0.699979,0.883608,-0.544564,14_26_42_236893.png,0.00256
7165,1900-01-01 14:26:42.434333,59.708333,0.000249,0.399741,0.000105,-0.916628,0.063437,1.553803,-0.631847,0.020651,0.160141,-0.013064,0.986792,-0.38783,1.499972,-2.476238,-4.6e-05,-1.7e-05,9e-06,-1.0,0.699988,0.883616,-0.544568,14_26_42_438307.png,0.003974
7189,1900-01-01 14:26:42.634333,59.908333,0.000247,0.399755,0.000116,-0.916622,0.063462,1.553808,-0.63184,-0.002315,0.170181,-0.007702,0.98538,-0.353189,1.517999,-2.527138,-3.8e-05,-2e-06,1.5e-05,-1.0,0.699974,0.88361,-0.544563,14_26_42_637251.png,0.002918
7213,1900-01-01 14:26:42.834333,60.108333,0.00025,0.399759,0.000116,-0.91662,0.063489,1.553773,-0.63183,-0.04712,0.164289,-0.016918,0.985141,-0.323502,1.531284,-2.564143,-3.4e-05,0.0,9e-06,-1.0,0.700003,0.883591,-0.544547,14_26_42_838186.png,0.003853
7238,1900-01-01 14:26:43.042667,60.316667,0.000259,0.399783,0.000103,-0.91661,0.06347,1.553785,-0.631856,-0.078838,0.160001,-0.017329,0.983811,-0.294381,1.547845,-2.577123,-3.7e-05,-6e-06,1e-06,-1.0,0.699997,0.883613,-0.544548,14_26_43_040820.png,0.001847
7261,1900-01-01 14:26:43.234333,60.508333,0.000255,0.399767,9.8e-05,-0.916617,0.063455,1.553793,-0.631864,-0.117921,0.150247,-0.021102,0.981364,-0.262921,1.561599,-2.57756,-3.5e-05,9e-06,1.2e-05,-1.0,0.699982,0.883619,-0.544556,14_26_43_237234.png,0.002901
7285,1900-01-01 14:26:43.434333,60.708333,0.000245,0.399786,0.000105,-0.916608,0.063476,1.553798,-0.631845,-0.149848,0.134108,0.007924,0.97954,-0.218619,1.56967,-2.563904,-3.6e-05,-8e-06,1.4e-05,-1.0,0.699977,0.88361,-0.544543,14_26_43_436684.png,0.002351
7309,1900-01-01 14:26:43.634333,60.908333,0.000252,0.399791,9.4e-05,-0.916606,0.06345,1.55379,-0.631869,-0.150643,0.115319,0.025229,0.981515,-0.169002,1.575004,-2.537197,-4e-05,-5e-06,1.8e-05,-1.0,0.700008,0.883599,-0.544564,14_26_43_637151.png,0.002818
7333,1900-01-01 14:26:43.834333,61.108333,0.000262,0.399717,0.000113,-0.916639,0.063451,1.553796,-0.63185,-0.121404,0.092942,0.017898,0.98808,-0.120322,1.56936,-2.505832,-4.3e-05,-4e-06,1.3e-05,-1.0,0.699989,0.883625,-0.544556,14_26_43_835970.png,0.001637
7357,1900-01-01 14:26:44.034333,61.308333,0.000254,0.399797,0.000101,-0.916604,0.063478,1.553792,-0.631863,-0.076458,0.083324,-0.00634,0.993565,-0.082646,1.558542,-2.474717,-3.6e-05,0.0,1.3e-05,-1.0,0.699989,0.883611,-0.544556,14_26_44_036744.png,0.002411
7382,1900-01-01 14:26:44.242667,61.516667,0.000248,0.399762,0.000102,-0.916619,0.063446,1.553802,-0.631864,-0.045234,0.065397,-0.016448,0.996698,-0.051403,1.546429,-2.459454,-3.6e-05,-4e-06,1.6e-05,-1.0,0.699995,0.883607,-0.544549,14_26_44_240756.png,0.001911
7406,1900-01-01 14:26:44.442667,61.716667,0.000252,0.399739,0.000105,-0.916629,0.063452,1.553792,-0.631858,-0.0156,0.061212,-0.027111,0.997635,-0.018611,1.53382,-2.46436,-3.7e-05,-4e-06,1.3e-05,-1.0,0.699983,0.883623,-0.54456,14_26_44_438594.png,0.004073
7429,1900-01-01 14:26:44.634333,61.908333,0.000257,0.399772,9.6e-05,-0.916615,0.063442,1.553794,-0.631881,0.003868,0.051104,-0.018772,0.99851,0.010927,1.523795,-2.486469,-4.2e-05,1.7e-05,1.8e-05,-1.0,0.699962,0.883625,-0.544569,14_26_44_638019.png,0.003686
7453,1900-01-01 14:26:44.834333,62.108333,0.000262,0.399769,0.000115,-0.916616,0.063479,1.553809,-0.63187,0.030942,0.046774,-0.020359,0.998219,0.032748,1.508437,-2.513198,-4.2e-05,-1.1e-05,1.4e-05,-1.0,0.699993,0.88363,-0.544551,14_26_44_837199.png,0.002866
7477,1900-01-01 14:26:45.034333,62.308333,0.000252,0.399736,0.000109,-0.91663,0.063459,1.553792,-0.63186,0.052045,0.041006,-0.025258,0.997483,0.058293,1.4817,-2.548595,-3.5e-05,-3e-06,1.2e-05,-1.0,0.699966,0.883622,-0.544556,14_26_45_036185.png,0.001852
7501,1900-01-01 14:26:45.234333,62.508333,0.000245,0.399776,0.0001,-0.916613,0.063442,1.553799,-0.631848,0.073171,0.031187,-0.023904,0.996545,0.081289,1.43961,-2.58778,-3.7e-05,4e-06,1.7e-05,-1.0,0.700003,0.88362,-0.544563,14_26_45_237123.png,0.00279
7525,1900-01-01 14:26:45.434333,62.708333,0.000257,0.399771,0.000102,-0.916615,0.063469,1.553786,-0.631874,0.092067,0.032536,-0.017177,0.995073,0.091825,1.403869,-2.633127,-3.8e-05,-5e-06,1e-05,-1.0,0.699988,0.883605,-0.544566,14_26_45_437122.png,0.002789
7549,1900-01-01 14:26:45.634333,62.908333,0.000257,0.399754,0.000113,-0.916623,0.063472,1.553806,-0.631864,0.122637,0.038375,-0.024331,0.991411,0.096608,1.391099,-2.678809,-4.3e-05,-5e-06,2e-05,-1.0,0.699995,0.883627,-0.544557,14_26_45_637312.png,0.002979
7573,1900-01-01 14:26:45.834333,63.108333,0.000248,0.399757,0.000115,-0.916621,0.063511,1.553776,-0.631847,0.135799,0.04082,-0.042902,0.988965,0.097795,1.385589,-2.725859,-3.4e-05,-9e-06,2e-05,-1.0,0.700005,0.883623,-0.544567,14_26_45_837032.png,0.002699
7597,1900-01-01 14:26:46.034333,63.308333,0.000256,0.399746,0.000111,-0.916626,0.063469,1.553785,-0.631868,0.142143,0.04638,-0.059945,0.98694,0.090061,1.378854,-2.758754,-4e-05,-7e-06,1.3e-05,-1.0,0.700005,0.883612,-0.544572,14_26_46_037545.png,0.003212
7621,1900-01-01 14:26:46.234333,63.508333,0.000251,0.399775,0.000112,-0.916613,0.063486,1.553776,-0.631843,0.144881,0.052127,-0.057568,0.986397,0.071779,1.380008,-2.785674,-2.8e-05,1.1e-05,2e-05,-1.0,0.699971,0.883623,-0.544554,14_26_46_236492.png,0.002159
7645,1900-01-01 14:26:46.434333,63.708333,0.00025,0.39975,0.000104,-0.916624,0.063462,1.553779,-0.631856,0.13776,0.052442,-0.046347,0.98799,0.042186,1.387872,-2.817059,-4.5e-05,9e-06,9e-06,-1.0,0.699983,0.883616,-0.54456,14_26_46_436028.png,0.001695
7669,1900-01-01 14:26:46.634333,63.908333,0.000238,0.399802,0.000102,-0.916601,0.06347,1.553798,-0.631837,0.133959,0.043803,-0.033096,0.989465,0.006588,1.393786,-2.860027,-3.4e-05,1.3e-05,1.2e-05,-1.0,0.699984,0.883618,-0.544547,14_26_46_636448.png,0.002115
7693,1900-01-01 14:26:46.834333,64.108333,0.000244,0.39982,9.7e-05,-0.916594,0.063484,1.553775,-0.631848,0.143471,0.050449,-0.02496,0.988053,-0.017404,1.400577,-2.90438,-5e-05,-3e-06,1.9e-05,-1.0,0.699982,0.883605,-0.544573,14_26_46_836310.png,0.001977
7717,1900-01-01 14:26:47.034333,64.308333,0.000245,0.399702,0.000118,-0.916645,0.06347,1.553787,-0.631852,0.096018,0.07861,-0.030529,0.991801,-0.027128,1.442748,-2.939662,-3.5e-05,5e-06,9e-06,-1.0,0.700012,0.883591,-0.544569,14_26_47_035390.png,0.001057
7741,1900-01-01 14:26:47.234333,64.508333,0.000235,0.399766,9.4e-05,-0.916617,0.063448,1.553778,-0.63187,0.051976,0.099392,-0.024857,0.993379,-0.028699,1.507094,-2.973633,-3.7e-05,4e-06,1.7e-05,-1.0,0.700006,0.883601,-0.544582,14_26_47_237712.png,0.003379
7767,1900-01-01 14:26:47.451000,64.725,0.000261,0.399759,0.00011,-0.91662,0.063468,1.553792,-0.631864,0.003056,0.111835,-0.015458,0.993602,-0.029666,1.553702,-3.010586,-3.4e-05,2e-06,1e-05,-1.0,0.699985,0.883605,-0.544562,14_26_47_453481.png,0.002481
7789,1900-01-01 14:26:47.634333,64.908333,0.00026,0.399762,0.000114,-0.916619,0.063489,1.553772,-0.631843,-0.035605,0.10973,-0.013035,0.993238,-0.03241,1.582499,-3.032746,-4.4e-05,-4e-06,1.2e-05,-1.0,0.699979,0.883599,-0.544567,14_26_47_636899.png,0.002566
7813,1900-01-01 14:26:47.834333,65.108333,0.000255,0.399764,9.8e-05,-0.916618,0.063456,1.553784,-0.631856,-0.109341,0.104733,-0.002665,0.988468,-0.034679,1.602821,-3.060793,-3.9e-05,-6e-06,1.5e-05,-1.0,0.700008,0.883596,-0.544573,14_26_47_838416.png,0.004083
7837,1900-01-01 14:26:48.034333,65.308333,0.000239,0.399757,0.00011,-0.916621,0.063467,1.553765,-0.63183,-0.144461,0.105198,-0.003289,0.983897,-0.030601,1.621352,-3.068527,-3.1e-05,4e-06,1.3e-05,-1.0,0.69997,0.883619,-0.544556,14_26_48_037133.png,0.0028
7861,1900-01-01 14:26:48.234333,65.508333,0.000244,0.399737,0.000109,-0.91663,0.063448,1.553776,-0.631846,-0.166334,0.098165,0.001764,0.981169,-0.022147,1.636757,-3.050377,-3.2e-05,4e-06,2e-05,-1.0,0.69998,0.88361,-0.544568,14_26_48_236134.png,0.001801
7885,1900-01-01 14:26:48.434333,65.708333,0.000257,0.399757,0.000114,-0.916621,0.063482,1.553772,-0.631851,-0.188969,0.089075,0.005675,0.977918,-0.014997,1.647992,-3.021968,-3e-05,2e-05,1.7e-05,-1.0,0.699978,0.883617,-0.54457,14_26_48_438186.png,0.003853
7909,1900-01-01 14:26:48.634333,65.908333,0.000253,0.399718,0.000117,-0.916638,0.063451,1.553803,-0.631832,-0.186975,0.07128,0.00222,0.979773,-0.007892,1.65112,-3.007003,-2.9e-05,-1e-06,1.5e-05,-1.0,0.699979,0.883614,-0.54456,14_26_48_637791.png,0.003458
7933,1900-01-01 14:26:48.834333,66.108333,0.00026,0.399736,0.00012,-0.916631,0.063495,1.553781,-0.631845,-0.151355,0.076944,0.001375,0.985479,-0.007996,1.637334,-3.003479,-4.4e-05,-4e-06,1e-05,-1.0,0.699984,0.883618,-0.544562,14_26_48_836274.png,0.001941
7958,1900-01-01 14:26:49.042667,66.316667,0.000256,0.399773,0.000117,-0.916614,0.063485,1.553764,-0.631844,-0.122367,0.080239,-0.010737,0.989178,-0.010753,1.6163,-3.008555,-3.5e-05,8e-06,5e-06,-1.0,0.69998,0.883602,-0.544538,14_26_49_040683.png,0.001984
7981,1900-01-01 14:26:49.234333,66.508333,0.000258,0.399759,0.000104,-0.91662,0.063485,1.553773,-0.631842,-0.088556,0.076823,-0.006623,0.993082,-0.017881,1.601291,-3.010113,-3.6e-05,-3e-06,1.5e-05,-1.0,0.699973,0.883616,-0.544554,14_26_49_236241.png,0.001908
8005,1900-01-01 14:26:49.434333,66.708333,0.000263,0.399772,0.000104,-0.916615,0.06349,1.553776,-0.63184,-0.041116,0.083031,-0.005519,0.995683,-0.026128,1.580428,-3.007295,-2.7e-05,5e-06,4e-06,-1.0,0.699985,0.88361,-0.544551,14_26_49_436417.png,0.002084
8029,1900-01-01 14:26:49.634333,66.908333,0.000241,0.399777,8.5e-05,-0.916613,0.063443,1.55378,-0.631854,0.019379,0.085607,-0.031181,0.995652,-0.031549,1.572025,-3.000589,-3.7e-05,-4e-06,1.6e-05,-1.0,0.699975,0.88362,-0.544558,14_26_49_636199.png,0.001866
8053,1900-01-01 14:26:49.834333,67.108333,0.000268,0.399787,9.7e-05,-0.916608,0.063478,1.553787,-0.631865,0.079103,0.094271,-0.064836,0.990279,-0.038227,1.587987,-2.991939,-4.3e-05,-4e-06,1.6e-05,-1.0,0.699974,0.883616,-0.544555,14_26_49_835754.png,0.001421
8077,1900-01-01 14:26:50.034333,67.308333,0.000249,0.399794,9e-05,-0.916605,0.063429,1.553803,-0.631869,0.10661,0.100406,-0.069908,0.986745,-0.048802,1.611777,-2.989128,-3.9e-05,-1e-05,1.4e-05,-1.0,0.699963,0.883644,-0.544538,14_26_50_037588.png,0.003255
8101,1900-01-01 14:26:50.234333,67.508333,0.000246,0.399756,9.7e-05,-0.916622,0.063448,1.553805,-0.631845,0.111209,0.104754,-0.051639,0.986911,-0.067536,1.644393,-2.989734,-3.8e-05,2e-06,1.6e-05,-1.0,0.699958,0.883644,-0.544561,14_26_50_237567.png,0.003234
8125,1900-01-01 14:26:50.434333,67.708333,0.000243,0.39975,9.7e-05,-0.916624,0.06343,1.553802,-0.631837,0.089492,0.092357,-0.059752,0.989895,-0.084249,1.684763,-2.999527,-3.8e-05,0.0,1.3e-05,-1.0,0.699967,0.883637,-0.544557,14_26_50_438488.png,0.004155
8149,1900-01-01 14:26:50.634333,67.908333,0.00026,0.39976,0.000123,-0.91662,0.063454,1.553814,-0.631832,0.062541,0.093424,-0.048799,0.992461,-0.09791,1.716244,-3.011955,-4e-05,-6e-06,1.2e-05,-1.0,0.699972,0.88363,-0.544547,14_26_50_637571.png,0.003238
8173,1900-01-01 14:26:50.834333,68.108333,0.000255,0.399801,0.000103,-0.916602,0.063449,1.553821,-0.631858,0.04984,0.115158,-0.044455,0.9911,-0.108735,1.737576,-3.017549,-4.6e-05,3e-06,1.7e-05,-1.0,0.699958,0.883633,-0.544557,14_26_50_837077.png,0.002744
8198,1900-01-01 14:26:51.042667,68.316667,0.000258,0.399791,0.000108,-0.916606,0.063474,1.553815,-0.63186,0.039902,0.109727,-0.062332,0.991203,-0.121287,1.740389,-3.018385,-4.1e-05,5e-06,1e-05,-1.0,0.69996,0.883634,-0.54456,14_26_51_042824.png,0.000157
8222,1900-01-01 14:26:51.242667,68.516667,0.000245,0.399807,9.9e-05,-0.916599,0.06344,1.553819,-0.631861,0.017049,0.060337,-0.085919,0.994327,-0.131447,1.725441,-3.017175,-4.4e-05,-1e-05,2.4e-05,-1.0,0.699971,0.883639,-0.544557,14_26_51_238548.png,0.004119
8246,1900-01-01 14:26:51.442667,68.716667,0.00025,0.399743,9.3e-05,-0.916627,0.063423,1.55381,-0.631852,-0.028168,0.072745,-0.076195,0.994037,-0.15564,1.725886,-3.020936,-3.8e-05,-4e-06,1.7e-05,-1.0,0.699962,0.88362,-0.544554,14_26_51_439609.png,0.003058
8270,1900-01-01 14:26:51.642667,68.916667,0.000268,0.399735,0.000114,-0.916631,0.063444,1.553818,-0.631859,-0.033858,0.069402,-0.08566,0.993327,-0.180282,1.742365,-3.019324,-4.6e-05,-1.4e-05,1.6e-05,-1.0,0.699986,0.883621,-0.544554,14_26_51_638865.png,0.003802
8293,1900-01-01 14:26:51.834333,69.108333,0.000263,0.399786,0.000104,-0.916609,0.063446,1.553821,-0.631854,-0.007915,0.071008,-0.074883,0.99463,-0.205509,1.735177,-3.00512,-4.4e-05,-7e-06,2.6e-05,-1.0,0.699974,0.883652,-0.544542,14_26_51_836676.png,0.002343
8317,1900-01-01 14:26:52.034333,69.308333,0.000258,0.399773,0.000108,-0.916614,0.063456,1.553814,-0.631858,0.043249,0.051773,-0.070546,0.995225,-0.216652,1.711091,-2.99226,-3.9e-05,-7e-06,1e-05,-1.0,0.699974,0.88364,-0.544554,14_26_52_037342.png,0.003009
8342,1900-01-01 14:26:52.242667,69.516667,0.000254,0.39976,9.7e-05,-0.91662,0.063443,1.553795,-0.631854,0.082163,0.01111,-0.073409,0.99385,-0.206582,1.674833,-2.986242,-3.8e-05,-3e-06,2.5e-05,-1.0,0.699947,0.883637,-0.544566,14_26_52_239466.png,0.003201
8365,1900-01-01 14:26:52.434333,69.708333,0.000247,0.39974,0.000106,-0.916629,0.063436,1.553801,-0.631852,0.108772,0.006762,-0.062429,0.992081,-0.188494,1.63744,-2.987046,-3.9e-05,7e-06,1.6e-05,-1.0,0.699974,0.883629,-0.544548,14_26_52_437189.png,0.002856
8389,1900-01-01 14:26:52.634333,69.908333,0.000253,0.399746,0.000106,-0.916626,0.063447,1.553804,-0.631859,0.096239,0.016513,-0.045198,0.994194,-0.150828,1.612323,-2.99492,-4.7e-05,-1.5e-05,1.4e-05,-1.0,0.699971,0.883626,-0.544552,14_26_52_635661.png,0.001328
8413,1900-01-01 14:26:52.834333,70.108333,0.000231,0.399788,0.0001,-0.916608,0.063417,1.553831,-0.631822,0.086893,0.060428,-0.036643,0.993708,-0.105909,1.634498,-2.995384,-4e-05,5e-06,1.2e-05,-1.0,0.699954,0.883635,-0.544533,14_26_52_837211.png,0.002878
8437,1900-01-01 14:26:53.034333,70.308333,0.000251,0.399787,0.000104,-0.916608,0.063437,1.553833,-0.631821,0.078751,0.097583,-0.037501,0.991398,-0.05773,1.670845,-2.987892,-3.4e-05,1.5e-05,2.3e-05,-1.0,0.69993,0.883668,-0.544538,14_26_53_037205.png,0.002872
8462,1900-01-01 14:26:53.242667,70.516667,0.00027,0.399765,0.000112,-0.916618,0.063444,1.553839,-0.63183,0.064412,0.11605,-0.032209,0.990629,-0.008821,1.702674,-2.979787,-2.9e-05,9e-06,1.5e-05,-1.0,0.699946,0.883651,-0.544522,14_26_53_241100.png,0.001567
8486,1900-01-01 14:26:53.442667,70.716667,0.000272,0.399746,0.000119,-0.916626,0.063473,1.553815,-0.631839,0.016906,0.105006,-0.034366,0.993734,0.045628,1.732721,-2.983206,-3.2e-05,1.5e-05,3.1e-05,-1.0,0.699933,0.883684,-0.544538,14_26_53_439137.png,0.00353
8510,1900-01-01 14:26:53.642667,70.916667,0.000243,0.399782,8.4e-05,-0.91661,0.0634,1.553813,-0.631838,-0.032098,0.090745,-0.032121,0.994838,0.101517,1.764078,-2.994247,-3.4e-05,4e-06,2.5e-05,-1.0,0.699927,0.883657,-0.544527,14_26_53_638522.png,0.004145
8534,1900-01-01 14:26:53.842667,71.116667,0.000265,0.399785,0.000119,-0.916609,0.063462,1.553833,-0.631859,-0.053907,0.069812,-0.033857,0.995527,0.145536,1.786615,-3.004109,-3.7e-05,1.1e-05,2.7e-05,-1.0,0.699954,0.883636,-0.544536,14_26_53_838687.png,0.00398
8558,1900-01-01 14:26:54.042667,71.316667,0.000255,0.39976,0.0001,-0.91662,0.063446,1.553817,-0.631849,-0.063277,0.048484,-0.027922,0.996427,0.174438,1.797248,-3.011857,-4.3e-05,-2e-06,1.2e-05,-1.0,0.699959,0.883629,-0.544542,14_26_54_040921.png,0.001746
8581,1900-01-01 14:26:54.234333,71.508333,0.000254,0.399754,0.000104,-0.916623,0.063426,1.553831,-0.631834,-0.04802,0.051597,-0.017297,0.997363,0.196379,1.774809,-3.007563,-3.9e-05,3e-06,1.6e-05,-1.0,0.699951,0.883651,-0.544524,14_26_54_236023.png,0.00169
8605,1900-01-01 14:26:54.434333,71.708333,0.000259,0.399786,9e-05,-0.916609,0.063444,1.553803,-0.631877,-0.020935,0.046286,-0.014555,0.998603,0.218742,1.731006,-2.992821,-3.8e-05,0.0,2.2e-05,-1.0,0.699982,0.883629,-0.544541,14_26_54_437110.png,0.002777
8629,1900-01-01 14:26:54.634333,71.908333,0.000247,0.399771,9.1e-05,-0.916615,0.063433,1.55382,-0.631846,0.007819,0.052833,0.00549,0.998558,0.228627,1.677257,-2.974263,-3.7e-05,7e-06,2.3e-05,-1.0,0.699948,0.883637,-0.544544,14_26_54_637650.png,0.003317
8653,1900-01-01 14:26:54.834333,72.108333,0.000263,0.399779,0.000109,-0.916612,0.063486,1.553796,-0.631849,0.034756,0.057551,0.011677,0.997669,0.228093,1.623277,-2.955699,-4.2e-05,-1.3e-05,1.9e-05,-1.0,0.69998,0.883633,-0.544537,14_26_54_836921.png,0.002588
8677,1900-01-01 14:26:55.034333,72.308333,0.00026,0.399759,0.000112,-0.91662,0.063445,1.553819,-0.631841,0.071657,0.068268,0.015035,0.994977,0.20977,1.582637,-2.941899,-3.7e-05,-2.3e-05,1.7e-05,-1.0,0.699977,0.883648,-0.544554,14_26_55_036929.png,0.002596
8701,1900-01-01 14:26:55.234333,72.508333,0.000254,0.399747,0.000113,-0.916625,0.063451,1.553798,-0.631839,0.072742,0.07476,-0.005803,0.994528,0.177019,1.547805,-2.940708,-3.4e-05,9e-06,2.4e-05,-1.0,0.699971,0.883634,-0.544533,14_26_55_237657.png,0.003324
8725,1900-01-01 14:26:55.434333,72.708333,0.000259,0.399725,0.000108,-0.916635,0.063454,1.553812,-0.631846,0.091724,0.104959,-0.013962,0.990139,0.124646,1.52133,-2.929459,-3.5e-05,-2e-06,1.7e-05,-1.0,0.699963,0.883627,-0.544547,14_26_55_437459.png,0.003126
8749,1900-01-01 14:26:55.634333,72.908333,0.000249,0.399795,9.3e-05,-0.916605,0.063428,1.553814,-0.631866,0.106548,0.11796,-0.035609,0.986643,0.057456,1.504777,-2.901873,-4.1e-05,-5e-06,2.3e-05,-1.0,0.69998,0.88363,-0.544552,14_26_55_636173.png,0.00184
